City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
188,Port Blair,IN,2020-12-09 08:51:09,11.67,92.75,81.66,67,1,9.82,clear sky,0,0
189,Aklavik,CA,2020-12-09 08:55:17,68.22,-135.01,3.2,84,100,9.17,overcast clouds,0,0
190,Kluang,MY,2020-12-09 08:55:18,2.03,103.33,87.8,70,20,10.29,few clouds,0,0
191,Vila Velha,BR,2020-12-09 08:50:38,-20.33,-40.29,78.8,74,75,10.29,broken clouds,0,0
192,Waynesville,US,2020-12-09 08:55:18,35.49,-82.99,30.99,33,89,3.83,overcast clouds,0,0
193,Mar Del Plata,AR,2020-12-09 08:52:44,-38.0,-57.56,63.0,93,90,11.41,overcast clouds,0,0
194,Padre Bernardo,BR,2020-12-09 08:55:18,-15.35,-48.5,68.95,94,100,4.23,light rain,0,0
195,Tabuk,PH,2020-12-09 08:55:19,17.42,121.44,77.63,86,28,6.2,scattered clouds,0,0
196,Kahului,US,2020-12-09 08:55:19,20.89,-156.47,73.0,73,20,4.7,few clouds,0,0
197,Walvis Bay,NA,2020-12-09 08:55:19,-22.96,14.51,68.47,60,29,12.95,scattered clouds,0,0
198,Pochutla,MX,2020-12-09 08:55:20,15.74,-96.47,70.09,67,0,2.15,clear sky,0,0
199,Tahoua,NE,2020-12-09 08:55:20,14.89,5.27,80.6,12,0,4.7,clear sky,0,0
200,Tautira,PF,2020-12-09 08:55:20,-17.73,-149.15,77.0,83,75,13.87,light rain,0,0
201,Provideniya,RU,2020-12-09 08:55:20,64.38,-173.3,8.71,83,0,7.29,clear sky,0,0
202,Inskoy,RU,2020-12-09 08:55:20,54.43,86.44,-1.3,90,100,1.25,overcast clouds,0,0
203,Khani,GE,2020-12-09 08:55:21,41.96,42.96,50.0,46,90,18.34,overcast clouds,0,0
204,Muisne,EC,2020-12-09 08:55:21,0.6,-80.03,75.6,88,100,3.18,light rain,0,0
205,Ust-Nera,RU,2020-12-09 08:55:21,64.57,143.2,-33.65,72,64,2.01,broken clouds,0,0
206,Santiago De Cao,PE,2020-12-09 08:55:21,-7.96,-79.24,65.16,90,99,8.01,overcast clouds,0,0
207,Portland,US,2020-12-09 08:52:09,45.52,-122.68,48.0,93,90,1.72,mist,0,0
208,Bethel,US,2020-12-09 08:54:15,41.37,-73.41,24.01,85,1,3.02,clear sky,0,0
209,Karrapur,IN,2020-12-09 08:55:22,23.95,78.85,85.01,20,6,1.1,clear sky,0,0
210,Torrington,US,2020-12-09 08:55:22,41.8,-73.12,23.0,88,59,5.35,broken clouds,0,0
211,Batsfjord,NO,2020-12-09 08:55:22,70.63,29.72,33.8,86,75,25.28,shower rain,0,0
212,Ribeira Grande,PT,2020-12-09 08:55:23,38.52,-28.7,62.6,82,20,13.87,few clouds,0,0
213,Reconquista,AR,2020-12-09 08:55:23,-29.15,-59.65,63.48,77,0,5.19,clear sky,0,0
214,Canazas,PA,2020-12-09 08:55:23,8.32,-81.22,71.1,85,91,4.07,overcast clouds,0,0
215,Port Hawkesbury,CA,2020-12-09 08:55:23,45.62,-61.35,35.01,92,75,12.75,broken clouds,0,0
216,Methoni,GR,2020-12-09 08:55:23,36.82,21.7,64.99,77,75,5.82,light rain,0,0
217,Nikolskoye,RU,2020-12-09 08:55:23,59.7,30.79,25.0,53,0,6.71,clear sky,0,0
218,Leh,IN,2020-12-09 08:55:24,34.17,77.58,26.78,83,99,2.33,light snow,0,0
219,Vigeland,NO,2020-12-09 08:55:24,58.08,7.3,42.01,84,99,7.0,overcast clouds,0,0
220,Deputatskiy,RU,2020-12-09 08:55:24,69.3,139.9,-27.36,85,98,3.6,overcast clouds,0,0
221,Kenora,CA,2020-12-09 08:55:24,49.82,-94.43,28.4,92,20,8.05,few clouds,0,0
222,Sitka,US,2020-12-09 08:55:24,57.05,-135.33,37.4,93,90,5.82,light rain,0,0
223,Tobol,KZ,2020-12-09 08:55:25,52.68,62.58,21.33,97,100,5.48,overcast clouds,0,0
224,Puerto Leguizamo,CO,2020-12-09 08:55:25,-0.19,-74.78,70.02,98,100,0.65,overcast clouds,0,0
225,Daru,PG,2020-12-09 08:55:25,-9.08,143.21,81.01,83,96,7.94,overcast clouds,0,0
226,Yining,CN,2020-12-09 08:55:25,29.04,114.56,51.67,76,100,2.19,overcast clouds,0,0
227,Mbandaka,CD,2020-12-09 08:55:26,0.05,18.26,82.63,68,73,4.47,broken clouds,0,0
